Anger	---	Disgust	Fear	---	---	---	---
---	Anticipation	---	---	Joy	---	---	Trust
---	Anticipation	Disgust	---	---	Sadness	---	---
Anger	---	Disgust	---	---	Sadness	---	---
---	---	---	---	Joy	---	---	---
---	Anticipation	---	---	---	Sadness	---	---
---	Anticipation	---	Fear	---	---	---	---
---	---	---	---	---	---	---	---
Anger	Anticipation	Disgust	Fear	Joy	Sadness	---	Trust
Anger	---	Disgust	---	---	---	---	---
Anger	---	Disgust	Fear	---	Sadness	---	---
Anger	---	Disgust	---	---	---	---	---
---	Anticipation	---	---	Joy	---	---	Trust
---	---	---	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
---	---	---	---	---	---	---	---
---	Anticipation	---	---	Joy	---	---	---
---	---	Disgust	Fear	---	Sadness	Surprise	---
---	Anticipation	---	---	Joy	---	---	---
Anger	Anticipation	---	---	---	Sadness	---	---
---	Anticipation	Disgust	---	---	---	---	---
---	---	Disgust	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
Anger	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---
Anger	---	Disgust	---	---	Sadness	---	---
---	Anticipation	Disgust	---	Joy	---	---	---
---	Anticipation	---	---	Joy	---	---	---
---	Anticipation	---	Fear	---	---	---	Trust
---	---	---	---	---	---	---	---
---	---	---	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
---	Anticipation	---	---	---	---	---	---
Anger	---	---	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
Anger	---	---	Fear	Joy	Sadness	---	---
Anger	---	---	---	---	---	Surprise	---
Anger	---	---	---	---	Sadness	---	---
---	---	---	---	---	---	---	---
---	Anticipation	---	---	---	---	---	---
Anger	---	Disgust	---	---	---	---	---
Anger	Anticipation	---	---	---	---	---	Trust
Anger	---	Disgust	---	---	---	---	---
Anger	---	---	---	---	---	---	---
Anger	Anticipation	Disgust	---	---	---	---	---
---	Anticipation	---	---	Joy	---	---	---
---	Anticipation	---	---	Joy	---	---	---
---	Anticipation	---	---	Joy	---	---	Trust
